"","Treatment","Metric","g","SE","Nx","Ny","StudyID"
"523","Fine sediment addition","% EPT",-0.92440626766459,0.670285321801986,4,4,"davis16"
"524","Fine sediment addition","EPT (abundance)",-1.99244665177616,0.841957325915569,4,4,"davis16"
"525","Fine sediment addition","EPT (number taxa)",-2.22107050017814,0.888351289868967,4,4,"davis16"
"526","Fine sediment addition","% Gill breather",0.119809947056105,0.61584741259465,4,4,"davis16"
"527","Fine sediment addition","Tagument (rel. abundance)",-0.447384356371921,0.6282923129475,4,4,"davis16"
"528","Fine sediment addition","Gils/Tegument (ratio)",0.393008372041187,0.625254453820948,4,4,"davis16"
"529","Fine sediment addition","% Scraper",0.466926347558253,0.629476119339514,4,4,"davis16"
"530","Fine sediment addition","% Lotic",-1.14996534246508,0.698765714948601,4,4,"davis16"
"531","Fine sediment addition","Slow flow adapt. (rel. abundance)",1.14996534246509,0.698765714948601,4,4,"davis16"
"532","Fine sediment addition","Fast/Slow flow (adapt., ratio)",-1.13840716858723,0.697186780644871,4,4,"davis16"
"533","Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-0.25973160892701,0.619430014371851,4,4,"davis16"
"534","Fine sediment addition
& N/P addition","Tot. abundance",-1.0436940335561,0.684723742313966,4,4,"davis16"
"535","Fine sediment addition
& N/P addition","Tot. richness",-1.15723558791426,0.699765211202776,4,4,"davis16"
"536","Fine sediment addition
& N/P addition","% EPT",-0.105694511959387,0.615632014927143,4,4,"davis16"
"537","Fine sediment addition
& N/P addition","EPT (abundance)",-1.05056822898607,0.685599227412028,4,4,"davis16"
"538","Fine sediment addition
& N/P addition","EPT (number taxa)",-0.90823124846451,0.668440099813746,4,4,"davis16"
"539","Fine sediment addition
& N/P addition","% Gill breather",0.0206202940376278,0.614904274413703,4,4,"davis16"
"540","Fine sediment addition
& N/P addition","Tagument (rel. abundance)",-0.282857808758194,0.620273497724741,4,4,"davis16"
"541","Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",0.251586948540692,0.619149820079702,4,4,"davis16"
"542","Fine sediment addition
& N/P addition","% Scraper",0.225058696833767,0.618298297803552,4,4,"davis16"
"543","Fine sediment addition
& N/P addition","% Lotic",-0.0208775758284008,0.614904997875904,4,4,"davis16"
"544","Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",0.0208775758284007,0.614904997875904,4,4,"davis16"
"545","Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",0.0547523351896159,0.6150785737062,4,4,"davis16"
"546","Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.13068569327574,0.616031706043317,4,4,"davis16"
"547","Fine sediment addition","Tot. abundance",-1.03328383289467,0.683406753155482,4,4,"bruderWI"
"548","Fine sediment addition","Tot. richness",-0.79055416530173,0.655860623662822,4,4,"bruderWI"
"549","Fine sediment addition","% EPT",-3.79728494086239,1.25685569729521,4,4,"bruderWI"
"550","Fine sediment addition","EPT (abundance)",-5.18343891295562,1.61773764272114,4,4,"bruderWI"
"551","Fine sediment addition","EPT (number taxa)",-1.84462638570404,0.813403779733466,4,4,"bruderWI"
"552","Fine sediment addition","% Gill breather",0.356882918184973,0.623446564207988,4,4,"bruderWI"
"553","Fine sediment addition","Tagument (rel. abundance)",-0.343142027223247,0.622803370162392,4,4,"bruderWI"
"554","Fine sediment addition","Gils/Tegument (ratio)",0.316229427657029,0.621615037268311,4,4,"bruderWI"
"555","Fine sediment addition","% Scraper",-0.446305574313965,0.628228373380548,4,4,"bruderWI"
"556","Fine sediment addition","% Lotic",-2.17743622521993,0.879303252518755,4,4,"bruderWI"
"557","Fine sediment addition","Slow flow adapt. (rel. abundance)",2.17743622521993,0.879303252518754,4,4,"bruderWI"
"558","Fine sediment addition","Fast/Slow flow (adapt., ratio)",-2.42393724284377,0.931501197039211,4,4,"bruderWI"
"559","Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-1.09303390263503,0.691109320590834,4,4,"bruderWI"
"560","Flow reduction
× Fine sediment addition
& N/P addition","Tot. abundance",-0.182054702494638,0.617117352324575,4,4,"bruderWI"
"561","Flow reduction
× Fine sediment addition
& N/P addition","Tot. richness",-0.39032974021603,0.625114610150133,4,4,"bruderWI"
"562","Flow reduction
× Fine sediment addition
& N/P addition","% EPT",-4.77768737515483,1.51005404590075,4,4,"bruderWI"
"563","Flow reduction
× Fine sediment addition
& N/P addition","EPT (abundance)",-3.94921460253428,1.29528497445706,4,4,"bruderWI"
"564","Flow reduction
× Fine sediment addition
& N/P addition","EPT (number taxa)",-0.900085512185679,0.667521281372816,4,4,"bruderWI"
"565","Flow reduction
× Fine sediment addition
& N/P addition","% Gill breather",3.62039434421554,1.21257704949035,4,4,"bruderWI"
"566","Flow reduction
× Fine sediment addition
& N/P addition","Tagument (rel. abundance)",-3.69061245927279,1.23009086142448,4,4,"bruderWI"
"567","Flow reduction
× Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",2.3760119840037,0.921153938994903,4,4,"bruderWI"
"568","Flow reduction
× Fine sediment addition
& N/P addition","% Scraper",2.80320523898436,1.01631776590994,4,4,"bruderWI"
"569","Flow reduction
× Fine sediment addition
& N/P addition","% Lotic",-7.19268474187791,2.16547869611286,4,4,"bruderWI"
"570","Flow reduction
× Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",7.19268474187791,2.16547869611286,4,4,"bruderWI"
"571","Flow reduction
× Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",-7.38925694580857,2.21994707547577,4,4,"bruderWI"
"572","Flow reduction
× Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",-2.98466770265363,1.05850142887025,4,4,"bruderWI"
"573","N/P addition","Tot. abundance",0.486081913471024,0.630683335120485,4,4,"bruderWI"
"574","N/P addition","Tot. richness",-0.1587601615957,0.616581083657468,4,4,"bruderWI"
"575","N/P addition","% EPT",-0.512159484763675,0.632400805239717,4,4,"bruderWI"
"576","N/P addition","EPT (abundance)",-0.0666819352009499,0.615176701191269,4,4,"bruderWI"
"577","N/P addition","EPT (number taxa)",-0.274980666101598,0.619978250324853,4,4,"bruderWI"
"578","N/P addition","% Gill breather",-0.43593688111864,0.627621367286849,4,4,"bruderWI"
"579","N/P addition","Tagument (rel. abundance)",0.505787743874583,0.631973314681513,4,4,"bruderWI"
"580","N/P addition","Gils/Tegument (ratio)",-0.488060555970829,0.630810662961774,4,4,"bruderWI"
"581","N/P addition","% Scraper",-0.607586766519717,0.639402304410833,4,4,"bruderWI"
"582","N/P addition","% Lotic",-1.03436371963284,0.683542872849087,4,4,"bruderWI"
"583","N/P addition","Slow flow adapt. (rel. abundance)",1.03436371963284,0.683542872849088,4,4,"bruderWI"
"584","N/P addition","Fast/Slow flow (adapt., ratio)",-1.02279978106307,0.682091232651676,4,4,"bruderWI"
"585","N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.0888070740545168,0.615409667090606,4,4,"bruderWI"
"586","Flow reduction","Tot. abundance",-0.309358698117687,0.621326860294549,4,4,"bruderWI"
"587","Flow reduction","Tot. richness",-0.254582627725704,0.619251854937367,4,4,"bruderWI"
"588","Flow reduction","% EPT",-0.0915901916299765,0.615443658874334,4,4,"bruderWI"
"589","Flow reduction","EPT (abundance)",-0.468221385163038,0.629556276893014,4,4,"bruderWI"
"590","Flow reduction","EPT (number taxa)",-0.540051307311408,0.634331499711145,4,4,"bruderWI"
"591","Flow reduction","% Gill breather",2.64748703471568,0.980903053431223,4,4,"bruderWI"
"592","Flow reduction","Tagument (rel. abundance)",-2.68178720607374,0.988637303836342,4,4,"bruderWI"
"593","Flow reduction","Gils/Tegument (ratio)",2.45801056279552,0.938912399649859,4,4,"bruderWI"
"594","Flow reduction","% Scraper",2.13652289493543,0.870899538999955,4,4,"bruderWI"
"595","Flow reduction","% Lotic",-3.00991734431203,1.06444290685203,4,4,"bruderWI"
"596","Flow reduction","Slow flow adapt. (rel. abundance)",3.00991734431203,1.06444290685203,4,4,"bruderWI"
"597","Flow reduction","Fast/Slow flow (adapt., ratio)",-3.17716036369275,1.10420446402229,4,4,"bruderWI"
"598","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",-3.05977884544393,1.07622444169447,4,4,"bruderWI"
"599","Fine sediment addition
& N/P addition","Tot. abundance",-0.541370570337481,0.634425205613202,4,4,"bruderWI"
"600","Fine sediment addition
& N/P addition","Tot. richness",-0.365290456702959,0.623852220851686,4,4,"bruderWI"
"601","Fine sediment addition
& N/P addition","% EPT",-2.65451447199308,0.982484481887687,4,4,"bruderWI"
"602","Fine sediment addition
& N/P addition","EPT (abundance)",-2.53784340927737,0.956447906483206,4,4,"bruderWI"
"603","Fine sediment addition
& N/P addition","EPT (number taxa)",-0.487230891937584,0.630757213318445,4,4,"bruderWI"
"604","Fine sediment addition
& N/P addition","% Gill breather",0.161394449324206,0.616638074025422,4,4,"bruderWI"
"605","Fine sediment addition
& N/P addition","Tagument (rel. abundance)",-0.202372853354944,0.617644502360631,4,4,"bruderWI"
"606","Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",0.139655041147085,0.616195689581004,4,4,"bruderWI"
"607","Fine sediment addition
& N/P addition","% Scraper",-0.612353234162993,0.639781114077997,4,4,"bruderWI"
"608","Fine sediment addition
& N/P addition","% Lotic",-6.66910825812402,2.02101185388159,4,4,"bruderWI"
"609","Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",6.66910825812404,2.02101185388159,4,4,"bruderWI"
"610","Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",-6.57987354639454,1.99648854012746,4,4,"bruderWI"
"611","Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",-1.96764250622439,0.837082186132367,4,4,"bruderWI"
"612","Flow reduction
& Fine sediment addition","Tot. abundance",-0.804317660469488,0.657253686608389,4,4,"bruderWI"
"613","Flow reduction
& Fine sediment addition","Tot. richness",-1.25125332924342,0.713120893077479,4,4,"bruderWI"
"614","Flow reduction
& Fine sediment addition","% EPT",-3.08319752876853,1.08177974518788,4,4,"bruderWI"
"615","Flow reduction
& Fine sediment addition","EPT (abundance)",-3.16362217768504,1.1009604627673,4,4,"bruderWI"
"616","Flow reduction
& Fine sediment addition","EPT (number taxa)",-1.84462638570404,0.813403779733466,4,4,"bruderWI"
"617","Flow reduction
& Fine sediment addition","% Gill breather",3.7621167771983,1.24801123956803,4,4,"bruderWI"
"618","Flow reduction
& Fine sediment addition","Tagument (rel. abundance)",-3.74355146834264,1.24335029925571,4,4,"bruderWI"
"619","Flow reduction
& Fine sediment addition","Gils/Tegument (ratio)",3.05730380926904,1.07563812788625,4,4,"bruderWI"
"620","Flow reduction
& Fine sediment addition","% Scraper",2.71229378135196,0.995548406664271,4,4,"bruderWI"
"621","Flow reduction
& Fine sediment addition","% Lotic",-5.38952063527018,1.67291648231922,4,4,"bruderWI"
"622","Flow reduction
& Fine sediment addition","Slow flow adapt. (rel. abundance)",5.38952063527018,1.67291648231922,4,4,"bruderWI"
"623","Flow reduction
& Fine sediment addition","Fast/Slow flow (adapt., ratio)",-5.88677384171535,1.80718400343566,4,4,"bruderWI"
"624","Flow reduction
& Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-3.42331139045571,1.1638987241095,4,4,"bruderWI"
"625","Flow reduction
& N/P addition","Tot. abundance",-0.257503439246982,0.619352486136714,4,4,"bruderWI"
"626","Flow reduction
& N/P addition","Tot. richness",-0.732980200368282,0.650264175669694,4,4,"bruderWI"
"627","Flow reduction
& N/P addition","% EPT",-0.820787109893792,0.65894824553656,4,4,"bruderWI"
"628","Flow reduction
& N/P addition","EPT (abundance)",-0.731850589763715,0.650158140347294,4,4,"bruderWI"
"629","Flow reduction
& N/P addition","EPT (number taxa)",-0.180017102437136,0.617067538237008,4,4,"bruderWI"
"630","Flow reduction
& N/P addition","% Gill breather",1.97894471984985,0.839299519837939,4,4,"bruderWI"
"631","Flow reduction
& N/P addition","Tagument (rel. abundance)",-1.99352146169077,0.842169313044317,4,4,"bruderWI"
"632","Flow reduction
& N/P addition","Gils/Tegument (ratio)",1.53336008716972,0.757630910619074,4,4,"bruderWI"
"633","Flow reduction
& N/P addition","% Scraper",1.47441075169526,0.747816213411608,4,4,"bruderWI"
"634","Flow reduction
& N/P addition","% Lotic",-4.48194968609004,1.43250174497926,4,4,"bruderWI"
"635","Flow reduction
& N/P addition","Slow flow adapt. (rel. abundance)",4.48194968609005,1.43250174497926,4,4,"bruderWI"
"636","Flow reduction
& N/P addition","Fast/Slow flow (adapt., ratio)",-4.53264488703826,1.44573313800112,4,4,"bruderWI"
"637","Flow reduction
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",-2.07585067082708,0.858584979843481,4,4,"bruderWI"
"638","N/P addition","Tot. abundance",0.242398883658108,0.618844300731844,4,4,"bruderSU"
"639","N/P addition","Tot. richness",0.628100103056187,0.641051983282161,4,4,"bruderSU"
"640","N/P addition","% EPT",-0.2557461911896,0.619291807772442,4,4,"bruderSU"
"641","N/P addition","EPT (abundance)",0.0544610526807028,0.615076418696613,4,4,"bruderSU"
"642","N/P addition","EPT (number taxa)",0,0.614875461901346,4,4,"bruderSU"
"643","N/P addition","% Gill breather",-0.154026106308881,0.616481011143449,4,4,"bruderSU"
"644","N/P addition","Tagument (rel. abundance)",0.233944788259036,0.618573100485726,4,4,"bruderSU"
"645","N/P addition","Gils/Tegument (ratio)",-0.163692663856693,0.616688555376025,4,4,"bruderSU"
"646","N/P addition","% Scraper",0.792179051558448,0.656023986699976,4,4,"bruderSU"
"647","N/P addition","% Lotic",-1.43349273524447,0.741156946142278,4,4,"bruderSU"
"648","N/P addition","Slow flow adapt. (rel. abundance)",1.43349273524446,0.741156946142277,4,4,"bruderSU"
"649","N/P addition","Fast/Slow flow (adapt., ratio)",-1.44511568757314,0.743035516998274,4,4,"bruderSU"
"650","N/P addition","Non EPT fast flow (adapt., rel. abd.)",-0.633359632079426,0.641483075077362,4,4,"bruderSU"
"651","Flow reduction","Tot. abundance",1.01182899690842,0.680726323052898,4,4,"bruderSU"
"652","Flow reduction","Tot. richness",0.632322199232753,0.64139778137435,4,4,"bruderSU"
"653","Flow reduction","% EPT",1.12988870685938,0.696031039398212,4,4,"bruderSU"
"654","Flow reduction","EPT (abundance)",1.40190078206232,0.736103921927676,4,4,"bruderSU"
"655","Flow reduction","EPT (number taxa)",2.01265239080989,0.845952700116536,4,4,"bruderSU"
"656","Flow reduction","% Gill breather",0.86533761512402,0.663681097611976,4,4,"bruderSU"
"657","Flow reduction","Tagument (rel. abundance)",-0.832246351433682,0.660144933155805,4,4,"bruderSU"
"658","Flow reduction","Gils/Tegument (ratio)",0.885418042886848,0.665884569229175,4,4,"bruderSU"
"659","Flow reduction","% Scraper",1.54005423519013,0.758761548572616,4,4,"bruderSU"
"660","Flow reduction","% Lotic",0.240633777407336,0.618786892409255,4,4,"bruderSU"
"661","Flow reduction","Slow flow adapt. (rel. abundance)",-0.240633777407338,0.618786892409256,4,4,"bruderSU"
"662","Flow reduction","Fast/Slow flow (adapt., ratio)",0.285922701855655,0.620390589012086,4,4,"bruderSU"
"663","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",-1.84788724464954,0.814020335163644,4,4,"bruderSU"
"664","Flow reduction
& N/P addition","Tot. abundance",0.784286531082057,0.655233251510321,4,4,"bruderSU"
"665","Flow reduction
& N/P addition","Tot. richness",0.443151895671395,0.628042302610386,4,4,"bruderSU"
"666","Flow reduction
& N/P addition","% EPT",1.09682285925394,0.691609378452576,4,4,"bruderSU"
"667","Flow reduction
& N/P addition","EPT (abundance)",1.22850199375089,0.709816828040319,4,4,"bruderSU"
"668","Flow reduction
& N/P addition","EPT (number taxa)",0.502043712338805,0.631724484571112,4,4,"bruderSU"
"669","Flow reduction
& N/P addition","% Gill breather",1.03398464011522,0.683495076779082,4,4,"bruderSU"
"670","Flow reduction
& N/P addition","Tagument (rel. abundance)",-0.867815297061706,0.663950637823514,4,4,"bruderSU"
"671","Flow reduction
& N/P addition","Gils/Tegument (ratio)",1.03840043394388,0.684052718789249,4,4,"bruderSU"
"672","Flow reduction
& N/P addition","% Scraper",3.0660800399048,1.07771783625103,4,4,"bruderSU"
"673","Flow reduction
& N/P addition","% Lotic",0.655191500855331,0.643307722282124,4,4,"bruderSU"
"674","Flow reduction
& N/P addition","Slow flow adapt. (rel. abundance)",-0.655191500855332,0.643307722282125,4,4,"bruderSU"
"675","Flow reduction
& N/P addition","Fast/Slow flow (adapt., ratio)",0.721627231760283,0.649205146403323,4,4,"bruderSU"
"676","Flow reduction
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",-1.81357667932743,0.807564361500113,4,4,"bruderSU"
"677","Flow reduction","Tot. abundance",0.0977939797020992,0.615523196573905,4,4,"pimentel22"
"678","Flow reduction","Tot. richness",-0.964695993435181,0.675000022440161,4,4,"pimentel22"
"679","Flow reduction","% EPT",-0.359069081592408,0.623551161302231,4,4,"pimentel22"
"680","Flow reduction","EPT (abundance)",0.199702266162881,0.61757206049789,4,4,"pimentel22"
"681","Flow reduction","EPT (number taxa)",-0.753065568508208,0.652173913043478,4,4,"pimentel22"
"682","Flow reduction","% Gill breather",-1.5165961740553,0.75481377167594,4,4,"pimentel22"
"683","Flow reduction","Tagument (rel. abundance)",1.92961397210417,0.829672228710449,4,4,"pimentel22"
"684","Flow reduction","Gils/Tegument (ratio)",-1.7030746682035,0.787259239876823,4,4,"pimentel22"
"685","Flow reduction","% Scraper",1.16599695869213,0.700976159334254,4,4,"pimentel22"
"686","Flow reduction","% Lotic",0.804242596533629,0.65724603193045,4,4,"pimentel22"
"687","Flow reduction","Slow flow adapt. (rel. abundance)",-0.804242596533628,0.65724603193045,4,4,"pimentel22"
"688","Flow reduction","Fast/Slow flow (adapt., ratio)",0.813371513209219,0.658181536652375,4,4,"pimentel22"
"689","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",1.60151418094378,0.769291322990665,4,4,"pimentel22"
